path	line	policy	family	issue	rationale	ccall_site
base/libuv.jl	12	A	os-libuv-io	#9570	If supported, this must be a curated Rust host/OS boundary with WASM+iOS fallbacks.	return ccall(:uv_handle_size, Csize_t, (Int32,), handle)
base/libuv.jl	19	A	os-libuv-io	#9570	If supported, this must be a curated Rust host/OS boundary with WASM+iOS fallbacks.	return ccall(:uv_req_size, Csize_t, (Int32,), req)
base/libuv.jl	29	A	os-libuv-io	#9570	If supported, this must be a curated Rust host/OS boundary with WASM+iOS fallbacks.	uv_handle_data(handle) = ccall(:uv_handle_get_data, Ptr{Cvoid}, (Ptr{Cvoid},), handle)
base/libuv.jl	30	A	os-libuv-io	#9570	If supported, this must be a curated Rust host/OS boundary with WASM+iOS fallbacks.	uv_req_data(handle) = ccall(:uv_req_get_data, Ptr{Cvoid}, (Ptr{Cvoid},), handle)
base/libuv.jl	31	A	os-libuv-io	#9570	If supported, this must be a curated Rust host/OS boundary with WASM+iOS fallbacks.	uv_req_set_data(req, data) = ccall(:uv_req_set_data, Cvoid, (Ptr{Cvoid}, Any), req, data)
base/libuv.jl	32	A	os-libuv-io	#9570	If supported, this must be a curated Rust host/OS boundary with WASM+iOS fallbacks.	uv_req_set_data(req, data::Ptr{Cvoid}) = ccall(:uv_handle_set_data, Cvoid, (Ptr{Cvoid}, Ptr{Cvoid}), req, data)
base/libuv.jl	49	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ccall(:jl_uv_associate_julia_struct, Cvoid, (Ptr{Cvoid}, Any), handle, jlobj)
base/libuv.jl	53	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	handle != C_NULL && ccall(:jl_uv_disassociate_julia_struct, Cvoid, (Ptr{Cvoid},), handle)
base/libuv.jl	55	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	iolock_begin() = ccall(:jl_iolock_begin, Cvoid, ())
base/libuv.jl	56	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	iolock_end() = ccall(:jl_iolock_end, Cvoid, ())
base/libuv.jl	109	A	os-libuv-io	#9570	If supported, this must be a curated Rust host/OS boundary with WASM+iOS fallbacks.	struverror(err::Int32) = unsafe_string(ccall(:uv_strerror, Cstring, (Int32,), err))
base/libuv.jl	110	A	os-libuv-io	#9570	If supported, this must be a curated Rust host/OS boundary with WASM+iOS fallbacks.	uverrorname(err::Int32) = unsafe_string(ccall(:uv_err_name, Cstring, (Int32,), err))
base/libuv.jl	118	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	eventloop() = ccall(:jl_global_event_loop, Ptr{Cvoid}, ())
base/libuv.jl	122	A	os-libuv-io	#9570	If supported, this must be a curated Rust host/OS boundary with WASM+iOS fallbacks.	ccall(:uv_unref, Cvoid, (Ptr{Cvoid},), h)
base/libuv.jl	128	A	os-libuv-io	#9570	If supported, this must be a curated Rust host/OS boundary with WASM+iOS fallbacks.	ccall(:uv_ref, Cvoid, (Ptr{Cvoid},), h)
base/libuv.jl	133	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	return ccall(:jl_process_events, Int32, ())
base/libuv.jl	148	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	global stdin = init_stdio(ccall(:jl_stdin_stream, Ptr{Cvoid}, ()))::IO
base/libuv.jl	149	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	global stdout = init_stdio(ccall(:jl_stdout_stream, Ptr{Cvoid}, ()))::IO
base/libuv.jl	150	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	global stderr = init_stdio(ccall(:jl_stderr_stream, Ptr{Cvoid}, ()))::IO
base/linking.jl	126	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	is_debug() = ccall(:jl_is_debugbuild, Cint, ()) == 1
base/loading.jl	53	A	os-libuv-io	#9570	If supported, this must be a curated Rust host/OS boundary with WASM+iOS fallbacks.	ret = ccall(:getattrlist, Cint,
base/loading.jl	1300	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ccall(:jl_restore_package_image_from_file, Any, (Cstring, Any, Cint, Cstring, Cint),
base/loading.jl	1304	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ccall(:jl_restore_incremental, Any, (Cstring, Any, Cint, Cstring),
base/loading.jl	1445	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ccall(:jl_init_restored_module, Cvoid, (Any,), mod)
base/loading.jl	1451	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ccall(:jl_init_restored_module, Cvoid, (Any,), mod)
base/loading.jl	1707	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	function CacheFlags(cf::CacheFlags=CacheFlags(ccall(:jl_cache_flags, UInt8, ()));
base/loading.jl	2533	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	hi, lo = ccall(:jl_module_build_id, NTuple{2,UInt64}, (Any,), m)
base/loading.jl	2717	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	old_uuid = ccall(:jl_module_uuid, NTuple{2, UInt64}, (Any,), __toplevel__)
base/loading.jl	2719	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ccall(:jl_set_module_uuid, Cvoid, (Any, NTuple{2, UInt64}), __toplevel__, uuid)
base/loading.jl	2728	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ccall(:jl_set_module_uuid, Cvoid, (Any, NTuple{2, UInt64}), __toplevel__, old_uuid)
base/loading.jl	3021	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ccall(:jl_set_module_uuid, Cvoid, (Any, NTuple{2, UInt64}), Base.__toplevel__, uuid_tuple)
base/loading.jl	3026	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ccall(:jl_set_newly_inferred, Cvoid, (Any,), newly_inferred)
base/loading.jl	3034	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ccall(:jl_set_newly_inferred, Cvoid, (Any,), nothing)
base/loading.jl	3043	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ccall(:jl_set_newly_inferred, Cvoid, (Any,), newly_inferred)
base/loading.jl	3341	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	mod = ccall(:jl_object_top_module, Any, (Any,), obj)
base/loading.jl	3350	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	checksum = ccall(:jl_read_verify_header, UInt64, (Ptr{Cvoid}, Ptr{UInt8}, Ptr{Int64}, Ptr{Int64}), f.ios, pkgimage, Ref{Int64}(), Ref{Int64}()) # returns checksum id or zero
base/loading.jl	3857	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	rejection_reason = ccall(:jl_check_pkgimage_clones, Any, (Ptr{Cchar},), clone_targets)
base/loading.jl	3993	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	if @ccall(jl_match_cache_flags(_cacheflag_to_uint8(requested_flags)::UInt8, actual_flags::UInt8)::UInt8) == 0
base/loading.jl	4208	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ccall(:jl_add_to_module_init_list, Cvoid, (Any,), Compiler)
base/loading.jl	4229	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ret = ccall(:jl_compile_hint, Int32, (Any,), argt) != 0
base/loading.jl	4238	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	(ccall(:jl_compile_method_instance, Cvoid, (Any, Ptr{Cvoid}, UInt), mi, C_NULL, world); return true)
base/loading.jl	4252	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	atype, sparams = ccall(:jl_type_intersection_with_env, Any, (Any, Any), argt, m.sig)::SimpleVector
base/locks-mt.jl	46	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ccall(:jl_cpu_suspend, Cvoid, ())
base/locks-mt.jl	48	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ccall(:jl_gc_safepoint, Cvoid, ())
base/locks-mt.jl	69	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ccall(:jl_cpu_wake, Cvoid, ())
base/lock.jl	10	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	current_task() = ccall(:jl_get_current_task, Ref{Task}, ())
base/lock.jl	725	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ccall(:jl_set_precompile_field_replace, Cvoid, (Any, Any, Any),
base/lock.jl	727	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ccall(:jl_set_precompile_field_replace, Cvoid, (Any, Any, Any),
base/lock.jl	859	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ccall(:jl_set_precompile_field_replace, Cvoid, (Any, Any, Any),
base/lock.jl	861	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ccall(:jl_set_precompile_field_replace, Cvoid, (Any, Any, Any),
base/meta.jl	163	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	lower(m::Module, @nospecialize(x)) = ccall(:jl_expand, Any, (Any, Any), x, m)
base/meta.jl	483	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	_instantiate_type_in_env(x, spsig, spvals) = ccall(:jl_instantiate_type_in_env, Any, (Any, Any, Ptr{Any}), x, spsig, spvals)
base/methodshow.jl	50	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	argnames = ccall(:jl_uncompress_argnames, Vector{Symbol}, (Any,), m.slot_syms)
base/methodshow.jl	84	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	kwli = ccall(:jl_methtable_lookup, Any, (Any, UInt), sig, get_world_counter())
base/methodshow.jl	87	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	slotnames = ccall(:jl_uncompress_argnames, Vector{Symbol}, (Any,), kwli.slot_syms)
base/mpfr.jl	43	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	version() = VersionNumber(unsafe_string(ccall((:mpfr_get_version,libmpfr), Ptr{Cchar}, ())))
base/mpfr.jl	44	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	patches() = split(unsafe_string(ccall((:mpfr_get_patches,libmpfr), Ptr{Cchar}, ())),' ')
base/mpfr.jl	155	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	nb = ccall((:mpfr_custom_get_size,libmpfr), Csize_t, (Clong,), precision)
base/mpfr.jl	159	C	docs-example	#9290	Commented/documentation-only native call text is not a shipped sjulia surface.	#ccall((:mpfr_custom_init,libmpfr), Cvoid, (Ptr{Limb}, Clong), BigFloatData(d), prec) # currently seems to be a no-op in mpfr
base/mpfr.jl	161	C	docs-example	#9290	Commented/documentation-only native call text is not a shipped sjulia surface.	#ccall((:mpfr_custom_init_set,libmpfr), Cvoid, (Ref{BigFloat}, Cint, Clong, Ptr{Limb}), z, NAN_KIND, prec, BigFloatData(d))
base/mpfr.jl	307	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall((:mpfr_set, libmpfr), Int32, (Ref{BigFloat}, Ref{BigFloat}, MPFRRoundingMode),
base/mpfr.jl	315	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall((:mpfr_set, libmpfr), Int32, (Ref{BigFloat}, Ref{BigFloat}, Int32), z, x, 0)
base/mpfr.jl	324	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall(($(string(:mpfr_set_,fJ)), libmpfr), Int32, (Ref{BigFloat}, $fC, MPFRRoundingMode), z, x, r)
base/mpfr.jl	335	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall((:mpfr_set_d, libmpfr), Int32, (Ref{BigFloat}, Float64, MPFRRoundingMode), z, x, r)
base/mpfr.jl	376	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall((:mpfr_set_z, libmpfr), Int32, (Ref{BigFloat}, Ref{BigInt}, MPFRRoundingMode), z, x, r)
base/mpfr.jl	410	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	err = ccall((:mpfr_set_str, libmpfr), Int32, (Ref{BigFloat}, Cstring, Int32, MPFRRoundingMode), z, s, base, rounding)
base/mpfr.jl	431	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall((:__gmpfr_mpfr_get_sj,libmpfr), Cintmax_t, (Ref{BigFloat}, MPFRRoundingMode), x, r)
base/mpfr.jl	435	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall((:__gmpfr_mpfr_get_uj,libmpfr), Cuintmax_t, (Ref{BigFloat}, MPFRRoundingMode), x, r)
base/mpfr.jl	440	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall((:mpfr_get_z, libmpfr), Int32, (Ref{BigInt}, Ref{BigFloat}, MPFRRoundingMode), z, x, r)
base/mpfr.jl	579	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall(($(string(:mpfr_,fC)),libmpfr), Int32, (Ref{BigFloat}, Ref{BigFloat}, Ref{BigFloat}, MPFRRoundingMode), z, x, y, rounding_raw(BigFloat))
base/mpfr.jl	586	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall(($(string(:mpfr_,fC,:_ui)), libmpfr), Int32, (Ref{BigFloat}, Ref{BigFloat}, Culong, MPFRRoundingMode), z, x, c, rounding_raw(BigFloat))
base/mpfr.jl	594	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall(($(string(:mpfr_,fC,:_si)), libmpfr), Int32, (Ref{BigFloat}, Ref{BigFloat}, Clong, MPFRRoundingMode), z, x, c, rounding_raw(BigFloat))
base/mpfr.jl	602	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall(($(string(:mpfr_,fC,:_d)), libmpfr), Int32, (Ref{BigFloat}, Ref{BigFloat}, Cdouble, MPFRRoundingMode), z, x, c, rounding_raw(BigFloat))
base/mpfr.jl	610	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall(($(string(:mpfr_,fC,:_z)), libmpfr), Int32, (Ref{BigFloat}, Ref{BigFloat}, Ref{BigInt}, MPFRRoundingMode), z, x, c, rounding_raw(BigFloat))
base/mpfr.jl	622	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall(($(string(:mpfr_,fC)),libmpfr), Int32, (Ref{BigFloat}, Ref{BigFloat}, Ref{BigFloat}, MPFRRoundingMode), z, x, y, rounding_raw(BigFloat))
base/mpfr.jl	629	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall(($(string(:mpfr_,fC,:_ui)), libmpfr), Int32, (Ref{BigFloat}, Ref{BigFloat}, Culong, MPFRRoundingMode), z, x, c, rounding_raw(BigFloat))
base/mpfr.jl	634	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall(($(string(:mpfr_,:ui_,fC)), libmpfr), Int32, (Ref{BigFloat}, Culong, Ref{BigFloat}, MPFRRoundingMode), z, c, x, rounding_raw(BigFloat))
base/mpfr.jl	641	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall(($(string(:mpfr_,fC,:_si)), libmpfr), Int32, (Ref{BigFloat}, Ref{BigFloat}, Clong, MPFRRoundingMode), z, x, c, rounding_raw(BigFloat))
base/mpfr.jl	646	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall(($(string(:mpfr_,:si_,fC)), libmpfr), Int32, (Ref{BigFloat}, Clong, Ref{BigFloat}, MPFRRoundingMode), z, c, x, rounding_raw(BigFloat))
base/mpfr.jl	653	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall(($(string(:mpfr_,fC,:_d)), libmpfr), Int32, (Ref{BigFloat}, Ref{BigFloat}, Cdouble, MPFRRoundingMode), z, x, c, rounding_raw(BigFloat))
base/mpfr.jl	658	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall(($(string(:mpfr_,:d_,fC)), libmpfr), Int32, (Ref{BigFloat}, Cdouble, Ref{BigFloat}, MPFRRoundingMode), z, c, x, rounding_raw(BigFloat))
base/mpfr.jl	665	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall(($(string(:mpfr_,fC,:_z)), libmpfr), Int32, (Ref{BigFloat}, Ref{BigFloat}, Ref{BigInt}, MPFRRoundingMode), z, x, c, rounding_raw(BigFloat))
base/mpfr.jl	674	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall((:mpfr_z_sub, libmpfr), Int32, (Ref{BigFloat}, Ref{BigInt}, Ref{BigFloat}, MPFRRoundingMode), z, c, x, rounding_raw(BigFloat))
base/mpfr.jl	682	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall(("mpfr_fma",libmpfr), Int32, (Ref{BigFloat}, Ref{BigFloat}, Ref{BigFloat}, Ref{BigFloat}, MPFRRoundingMode), r, x, y, z, rounding_raw(BigFloat))
base/mpfr.jl	692	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall((:mpfr_div,libmpfr), Int32, (Ref{BigFloat}, Ref{BigFloat}, Ref{BigFloat}, MPFRRoundingMode), z, x, y, RoundToZero)
base/mpfr.jl	693	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall((:mpfr_trunc, libmpfr), Int32, (Ref{BigFloat}, Ref{BigFloat}), z, z)
base/mpfr.jl	700	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall((:mpfr_div_ui, libmpfr), Int32, (Ref{BigFloat}, Ref{BigFloat}, Culong, MPFRRoundingMode), z, x, c, RoundToZero)
base/mpfr.jl	701	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall((:mpfr_trunc, libmpfr), Int32, (Ref{BigFloat}, Ref{BigFloat}), z, z)
base/mpfr.jl	706	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall((:mpfr_ui_div, libmpfr), Int32, (Ref{BigFloat}, Culong, Ref{BigFloat}, MPFRRoundingMode), z, c, x, RoundToZero)
base/mpfr.jl	707	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall((:mpfr_trunc, libmpfr), Int32, (Ref{BigFloat}, Ref{BigFloat}), z, z)
base/mpfr.jl	714	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall((:mpfr_div_si, libmpfr), Int32, (Ref{BigFloat}, Ref{BigFloat}, Clong, MPFRRoundingMode), z, x, c, RoundToZero)
base/mpfr.jl	715	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall((:mpfr_trunc, libmpfr), Int32, (Ref{BigFloat}, Ref{BigFloat}), z, z)
base/mpfr.jl	720	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall((:mpfr_si_div, libmpfr), Int32, (Ref{BigFloat}, Clong, Ref{BigFloat}, MPFRRoundingMode), z, c, x, RoundToZero)
base/mpfr.jl	721	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall((:mpfr_trunc, libmpfr), Int32, (Ref{BigFloat}, Ref{BigFloat}), z, z)
base/mpfr.jl	728	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall((:mpfr_div_d, libmpfr), Int32, (Ref{BigFloat}, Ref{BigFloat}, Cdouble, MPFRRoundingMode), z, x, c, RoundToZero)
base/mpfr.jl	729	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall((:mpfr_trunc, libmpfr), Int32, (Ref{BigFloat}, Ref{BigFloat}), z, z)
base/mpfr.jl	734	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall((:mpfr_d_div, libmpfr), Int32, (Ref{BigFloat}, Cdouble, Ref{BigFloat}, MPFRRoundingMode), z, c, x, RoundToZero)
base/mpfr.jl	735	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall((:mpfr_trunc, libmpfr), Int32, (Ref{BigFloat}, Ref{BigFloat}), z, z)
base/mpfr.jl	742	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall((:mpfr_div_z, libmpfr), Int32, (Ref{BigFloat}, Ref{BigFloat}, Ref{BigInt}, MPFRRoundingMode), z, x, c, RoundToZero)
base/mpfr.jl	743	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall((:mpfr_trunc, libmpfr), Int32, (Ref{BigFloat}, Ref{BigFloat}), z, z)
base/mpfr.jl	753	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall(($(string(:mpfr_,fC)), libmpfr), Int32, (Ref{BigFloat}, Ref{BigFloat}, Ref{BigFloat}, MPFRRoundingMode), z, a, b, rounding_raw(BigFloat))
base/mpfr.jl	754	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall(($(string(:mpfr_,fC)), libmpfr), Int32, (Ref{BigFloat}, Ref{BigFloat}, Ref{BigFloat}, MPFRRoundingMode), z, z, c, rounding_raw(BigFloat))
base/mpfr.jl	759	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall(($(string(:mpfr_,fC)), libmpfr), Int32, (Ref{BigFloat}, Ref{BigFloat}, Ref{BigFloat}, MPFRRoundingMode), z, a, b, rounding_raw(BigFloat))
base/mpfr.jl	760	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall(($(string(:mpfr_,fC)), libmpfr), Int32, (Ref{BigFloat}, Ref{BigFloat}, Ref{BigFloat}, MPFRRoundingMode), z, z, c, rounding_raw(BigFloat))
base/mpfr.jl	761	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall(($(string(:mpfr_,fC)), libmpfr), Int32, (Ref{BigFloat}, Ref{BigFloat}, Ref{BigFloat}, MPFRRoundingMode), z, z, d, rounding_raw(BigFloat))
base/mpfr.jl	766	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall(($(string(:mpfr_,fC)), libmpfr), Int32, (Ref{BigFloat}, Ref{BigFloat}, Ref{BigFloat}, MPFRRoundingMode), z, a, b, rounding_raw(BigFloat))
base/mpfr.jl	767	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall(($(string(:mpfr_,fC)), libmpfr), Int32, (Ref{BigFloat}, Ref{BigFloat}, Ref{BigFloat}, MPFRRoundingMode), z, z, c, rounding_raw(BigFloat))
base/mpfr.jl	768	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall(($(string(:mpfr_,fC)), libmpfr), Int32, (Ref{BigFloat}, Ref{BigFloat}, Ref{BigFloat}, MPFRRoundingMode), z, z, d, rounding_raw(BigFloat))
base/mpfr.jl	769	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall(($(string(:mpfr_,fC)), libmpfr), Int32, (Ref{BigFloat}, Ref{BigFloat}, Ref{BigFloat}, MPFRRoundingMode), z, z, e, rounding_raw(BigFloat))
base/mpfr.jl	777	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall((:mpfr_neg, libmpfr), Int32, (Ref{BigFloat}, Ref{BigFloat}, MPFRRoundingMode), z, x, rounding_raw(BigFloat))
base/mpfr.jl	784	A	mpfr-bigfloat	#9290	Current policy is pure-Rust astro-float/BigFloat surface; MPFR dual-build would require a separate ADR.	ccall((:mpfr_sqrt, libmpfr), Int32, (Ref{BigFloat}, Ref{BigFloat}, MPFRRoundingMode), z, x, rounding_raw(BigFloat))
