# Rust-side semantics classification (Issue #8672, parent #8648).
# Categories: intrinsic (RUST_BOUNDARY_JUSTIFICATION.md conditions 1-3) |
#   perf-measured (condition 4 with recorded benchmark) |
#   perf-pending  (condition 4 candidate, benchmark 計測待ち) |
#   migratable    (Julia-expressible; pure-julia-migration backlog) |
#   pure-julia-first (public name already owned by a Pure Julia definition; Rust is fallback).
# Joined into scripts/inventory_rust_semantics.sh output. Keep sorted by kind, then variant.
kind	key	category	evidence
builtin	RoundSigDigits	pure-julia-first	Pure Julia definition owns the public name (base/floatfuncs.jl); Rust handler is a dispatch fallback / fast path
builtin	SetBigFloatDefaultPrecision	intrinsic	underscored Layer-1/2 primitive by design; public surface is a Pure Julia wrapper (Public Base Routing Rule)
builtin	SetBigFloatRounding	intrinsic	underscored Layer-1/2 primitive by design; public surface is a Pure Julia wrapper (Public Base Routing Rule)
builtin	Setfield	intrinsic	condition 3: `setfield!` is a C builtin in upstream; field layout access
builtin	SetZeroSubnormals	intrinsic	condition 1: writes hardware FP control state
builtin	Seek	intrinsic	condition 1 (RUST_BOUNDARY §1/§3): IO stream position mutation boundary
builtin	Signed	pure-julia-first	Pure Julia definition owns the public name (base/number.jl); Rust handler is a dispatch fallback / fast path
builtin	Similar	pure-julia-first	Pure Julia definition owns the public name (base/array.jl); Rust handler is a dispatch fallback / fast path
builtin	Size	pure-julia-first	Pure Julia definition owns the public name (base/abstractarray.jl); Rust handler is a dispatch fallback / fast path
builtin	Sizeof	intrinsic	condition 3: value/type size from VM layout metadata (upstream `Core.sizeof` builtin)
builtin	Stacktrace	intrinsic	condition 1 (RUST_BOUNDARY §1): VM call-stack snapshot accessible only via Rust runtime state; no Julia-level equivalent (Issue #9098)
builtin	Sleep	intrinsic	condition 1 (RUST_BOUNDARY §1/§3): OS boundary — filesystem/stream/process/clock access
builtin	Skip	intrinsic	condition 1 (RUST_BOUNDARY §1/§3): IO stream position mutation boundary
builtin	Sprintf	pure-julia-first	Pure Julia definition owns the public name (base/printf.jl); Rust handler is a dispatch fallback / fast path
builtin	Sqrt	pure-julia-first	Pure Julia definition owns the public name (base/complex.jl); Rust handler is a dispatch fallback / fast path
builtin	StringFromChars	pure-julia-first	Public `String(::Vector{Char})` / `String(::Vector{UInt8})` methods live in base/strings/basic.jl and call internal `_string_from_chars` for VM string storage construction (Issue #8780)
builtin	StringIntToBase	pure-julia-first	Public `string(n::Integer; base, pad)` digit conversion lives in base/intfuncs.jl; Rust variant is no longer publicly routed (Issue #8780)
builtin	StringNew	pure-julia-first	Public `string(xs...)` lives in base/strings/basic.jl over print/IOBuffer; Rust `_string` remains only the fallback stringification boundary (Issue #8780)
builtin	SubStringRetag	intrinsic	underscored Layer-1/2 primitive by design; public surface is a Pure Julia wrapper (Public Base Routing Rule)
builtin	Subtype	intrinsic	condition 3: `<:` subtyping runs the VM type lattice (upstream jl_subtype, C)
builtin	Subtypes	intrinsic	condition 3: walks the VM type registry (upstream walks jl_ type caches via reflection)
builtin	_Supertype	intrinsic	underscored Layer-1/2 primitive by design; public surface is a Pure Julia wrapper (Public Base Routing Rule)
builtin	SupertypeOp	intrinsic	condition 3: `>:` runs the VM type lattice
builtin	Svd	pure-julia-first	Pure Julia definition owns the public name (stdlib/LinearAlgebra/src/LinearAlgebra.jl); Rust handler is a dispatch fallback / fast path
builtin	SymbolNew	intrinsic	condition 3: Symbol interning is a VM symbol-table primitive (upstream jl_symbol, C)
builtin	TakeString	pure-julia-first	Pure Julia definition owns the public name (base/channels.jl); Rust handler is a dispatch fallback / fast path
builtin	TaskCurrent	intrinsic	condition 3: VM-owned cooperative task identity/session state boundary; public current_task remains Pure Julia (Issue #10349)
builtin	TaskPark	intrinsic	condition 3: VM frame/stack continuation capture boundary; public blocking semantics remain Pure Julia (Issue #10349)
builtin	TaskRegisterMain	intrinsic	condition 3: VM task-table root registration boundary; public Task semantics remain Pure Julia (Issue #10349)
builtin	TaskSchedule	intrinsic	condition 3: VM task-table continuation registration boundary; public schedule remains Pure Julia (Issue #10349)
builtin	TaskWake	intrinsic	condition 3: VM continuation runnable-state transition boundary; public notify/wait semantics remain Pure Julia (Issue #10349)
builtin	TaskYield	intrinsic	condition 3: VM frame/stack continuation switch boundary; public yield remains Pure Julia (Issue #10349)
builtin	Tempdir	intrinsic	condition 1 (RUST_BOUNDARY §1/§3): OS boundary — filesystem/stream/process/clock access
builtin	Tempname	intrinsic	condition 1 (RUST_BOUNDARY §1/§3): OS boundary — filesystem/stream/process/clock access
builtin	TestRecord	intrinsic	underscored Layer-1/2 primitive by design; public surface is a Pure Julia wrapper (Public Base Routing Rule)
builtin	TestRecordBroken	intrinsic	underscored Layer-1/2 primitive by design; public surface is a Pure Julia wrapper (Public Base Routing Rule)
builtin	TestSetBegin	intrinsic	underscored Layer-1/2 primitive by design; public surface is a Pure Julia wrapper (Public Base Routing Rule)
builtin	TestSetEnd	intrinsic	underscored Layer-1/2 primitive by design; public surface is a Pure Julia wrapper (Public Base Routing Rule)
builtin	TimeNs	intrinsic	condition 1 (RUST_BOUNDARY §1/§3): OS boundary — filesystem/stream/process/clock access
builtin	Touch	intrinsic	condition 1 (RUST_BOUNDARY §1/§3): OS boundary — filesystem/stream/process/clock access
builtin	TrailingZeros	intrinsic	underscored Layer-1/2 primitive by design; public surface is a Pure Julia wrapper (Public Base Routing Rule)
builtin	Trunc	pure-julia-first	Pure Julia definition owns the public name (base/floatfuncs.jl); Rust handler is a dispatch fallback / fast path
builtin	TruncDigits	pure-julia-first	Pure Julia definition owns the public name (base/floatfuncs.jl); Rust handler is a dispatch fallback / fast path
builtin	TruncSigDigits	pure-julia-first	Pure Julia definition owns the public name (base/floatfuncs.jl); Rust handler is a dispatch fallback / fast path
builtin	TryparseFloat64	intrinsic	underscored Layer-1/2 primitive by design; public surface is a Pure Julia wrapper (Public Base Routing Rule)
builtin	TupleEquals	intrinsic	underscored Layer-1/2 primitive by design; public surface is a Pure Julia wrapper (Public Base Routing Rule)
builtin	TupleFirst	pure-julia-first	Pure Julia definition owns the public name (base/dict.jl); Rust handler is a dispatch fallback / fast path
builtin	TupleLast	pure-julia-first	Pure Julia definition owns the public name (base/iterators.jl); Rust handler is a dispatch fallback / fast path
builtin	TupleLen	pure-julia-first	Pure Julia definition owns the public name (base/abstractarray.jl); Rust handler is a dispatch fallback / fast path
builtin	TupleNew	pure-julia-first	Pure Julia definition owns the public name (base/tuple.jl); Rust handler is a dispatch fallback / fast path
builtin	_Typeintersect	intrinsic	underscored Layer-1/2 primitive by design; public surface is a Pure Julia wrapper (Public Base Routing Rule)
builtin	_Typename	intrinsic	underscored Layer-1/2 primitive by design; public surface is a Pure Julia wrapper (Public Base Routing Rule)
builtin	TypeOf	intrinsic	condition 3: `typeof` is a C builtin in upstream; VM tag access
builtin	_TypeEqual	intrinsic	condition 3: runtime type-object equality depends on VM DataType/UnionAll/TypeVar representation (Issue #9563)
builtin	_TypeParameters	intrinsic	underscored Layer-1/2 primitive by design; public surface is a Pure Julia wrapper (Public Base Routing Rule)
builtin	_TypeUnion	intrinsic	underscored Layer-1/2 primitive by design; public surface is a Pure Julia wrapper (Public Base Routing Rule)
builtin	TypeVar	intrinsic	condition 3: TypeVar construction is a C builtin in upstream (jl_new_typevar)
builtin	_TypeVarLowerBound	intrinsic	underscored Layer-1/2 primitive by design; public surface is a Pure Julia wrapper (Public Base Routing Rule)
builtin	_TypeVarName	intrinsic	underscored Layer-1/2 primitive by design; public surface is a Pure Julia wrapper (Public Base Routing Rule)
builtin	_TypeVarUpperBound	intrinsic	underscored Layer-1/2 primitive by design; public surface is a Pure Julia wrapper (Public Base Routing Rule)
builtin	UInt128	intrinsic	underscored `_to_uint128` conversion boundary; public UInt128(x) is a Pure Julia wrapper (Issue #8777)
builtin	UInt16	intrinsic	underscored `_to_uint16` conversion boundary; public UInt16(x) is a Pure Julia wrapper (Issue #8777)
builtin	UInt32	intrinsic	underscored `_to_uint32` conversion boundary; public UInt32(x) is a Pure Julia wrapper (Issue #8777)
builtin	UInt64	intrinsic	underscored `_to_uint64` conversion boundary; public UInt64(x) is a Pure Julia wrapper (Issue #8777)
builtin	UInt8	intrinsic	underscored `_to_uint8` conversion boundary; public UInt8(x) is a Pure Julia wrapper (Issue #8777)
builtin	UnionAll	intrinsic	condition 3: UnionAll construction is a C builtin in upstream
builtin	_UnionAllBody	intrinsic	underscored Layer-1/2 primitive by design; public surface is a Pure Julia wrapper (Public Base Routing Rule)
builtin	_UnionAllVar	intrinsic	underscored Layer-1/2 primitive by design; public surface is a Pure Julia wrapper (Public Base Routing Rule)
builtin	Unsigned	pure-julia-first	Pure Julia definition owns the public name (base/number.jl); Rust handler is a dispatch fallback / fast path
builtin	Valtype	pure-julia-first	Pure Julia definition owns the public name (base/dict.jl); Rust handler is a dispatch fallback / fast path
builtin	Which	pure-julia-first	Pure Julia definition owns the public name (base/reflection.jl); Rust handler is a dispatch fallback / fast path
builtin	Zero	pure-julia-first	Pure Julia definition owns the public name (base/complex.jl); Rust handler is a dispatch fallback / fast path
builtin	Zeros	pure-julia-first	Pure Julia definition owns the public name (base/array.jl); Rust handler is a dispatch fallback / fast path
builtin	ZerosF64	pure-julia-first	Pure Julia definition owns the public name (base/array.jl); Rust handler is a dispatch fallback / fast path
builtin	ZerosI64	pure-julia-first	Pure Julia definition owns the public name (base/array.jl); Rust handler is a dispatch fallback / fast path
instr	Abs2F64	migratable	same math-function family as AbsF64; benchmark dispatch-path faster; benches/vm_perf_pending_numeric_benchmark.rs (Issue #9098)
instr	AbsF64	migratable	benchmark: typed 78.5 ms vs dynamic 56.9 ms (n=10000, 0.72x) — dispatch path 1.38x FASTER; Rust AbsF64 instruction adds overhead over pure-Julia abs(::Float64); candidate for removal; benches/vm_perf_pending_numeric_benchmark.rs (Issue #9098)
instr	AddF64	perf-measured	condition 4: typed 40.8 ms vs dynamic 72.4 ms (n=50000, 1.77x speedup); benches/vm_perf_pending_numeric_benchmark.rs (Issue #9098)
instr	AddI64	perf-measured	condition 4: typed 101.7 ms vs dynamic 172.6 ms (n=50000, 1.70x speedup); benches/vm_perf_pending_numeric_benchmark.rs (Issue #9098)
instr	AllocUndefDynamicTyped	intrinsic	condition 3: GC-managed storage allocation / memoryref access (upstream C builtins or alloc primitives)
instr	AllocUndefDynamicTypedFromTuple	intrinsic	condition 3: GC-managed storage allocation / memoryref access (upstream C builtins or alloc primitives)
instr	AllocUndefTyped	intrinsic	condition 3: GC-managed storage allocation / memoryref access (upstream C builtins or alloc primitives)
instr	AllocUndefTypedFromTuple	intrinsic	condition 3: GC-managed storage allocation / memoryref access (upstream C builtins or alloc primitives)
instr	ApplyTypeDynamic	intrinsic	condition 3: upstream C builtin equivalent (getfield/setfield!/tuple/svec/apply_type/_expr/new/throw) — VM object layout access
instr	ApplyTypeDynamicSplat	intrinsic	condition 3: upstream C builtin equivalent (apply_type) — VM object layout access; expands runtime splat collections before UnionAll instantiation (Issue #10191)
instr	ArrayDeleteAt	perf-measured	condition 4: fast_path 9.0 ms vs dispatch 78.7 ms (n=512, 8.7x speedup); benches/vm_perf_pending_collections_benchmark.rs (Issue #9098)
instr	ArrayDeleteAtIndices	perf-measured	condition 4: same array-mutation bench family (8.7x); benches/vm_perf_pending_collections_benchmark.rs (Issue #9098)
instr	ArrayInsert	perf-measured	condition 4: same array-mutation bench family (8.7x); benches/vm_perf_pending_collections_benchmark.rs (Issue #9098)
instr	ArrayPop	perf-measured	condition 4: same array-mutation bench family (8.7x); benches/vm_perf_pending_collections_benchmark.rs (Issue #9098)
instr	ArrayPopFirst	perf-measured	condition 4: same array-mutation bench family (8.7x); benches/vm_perf_pending_collections_benchmark.rs (Issue #9098)
instr	ArrayPush	perf-measured	condition 4: push! hot loop measured in benches/vm_aizawa_plot_push_benchmark.rs; pure Julia fallback = dispatch path
instr	ArrayPushFirst	perf-measured	condition 4: same array-mutation bench family (8.7x); benches/vm_perf_pending_collections_benchmark.rs (Issue #9098)
instr	ArrayPushTypejoin	perf-measured	condition 4: widening push! variant of the measured push fast path (benches/vm_aizawa_plot_push_benchmark.rs)
instr	BoolToI64	perf-measured	condition 4: typed Bool→Int64 conversion fast path; benches/vm_perf_pending_numeric_benchmark.rs (Issue #9098)
instr	CeilF64	migratable	same math-function family as AbsF64; benchmark dispatch-path faster; benches/vm_perf_pending_numeric_benchmark.rs (Issue #9098)
instr	ConcatStrings	perf-measured	condition 4: no-JIT string * operator fast path avoids dispatch; benches/vm_perf_pending_collections_benchmark.rs (Issue #9098)
instr	ConstructEnum	intrinsic	condition 3: upstream C builtin equivalent (getfield/setfield!/tuple/svec/apply_type/_expr/new/throw) — VM object layout access
instr	ConstructParametricType	intrinsic	condition 3: upstream C builtin equivalent (getfield/setfield!/tuple/svec/apply_type/_expr/new/throw) — VM object layout access
instr	ConstructParametricTypeSplat	intrinsic	condition 3: upstream C builtin equivalent (getfield/setfield!/tuple/svec/apply_type/_expr/new/throw) — VM object layout access
instr	CreateExpr	intrinsic	condition 3: upstream C builtin equivalent (getfield/setfield!/tuple/svec/apply_type/_expr/new/throw) — VM object layout access
instr	CreateQuoteNode	intrinsic	condition 3: upstream C builtin equivalent (getfield/setfield!/tuple/svec/apply_type/_expr/new/throw) — VM object layout access
instr	DictLen	migratable	legacy Value::Dict carrier instr; same as DictSet
instr	DictSet	migratable	legacy Value::Dict carrier instr; Dict{K,V} exists as pure Julia struct — cache compatibility is not a valid retention reason (RUST_BOUNDARY)
instr	DivF64	perf-measured	condition 4: same F64-arithmetic bench family; benches/vm_perf_pending_numeric_benchmark.rs (Issue #9098)
instr	DynamicAdd	perf-measured	condition 4: DynamicAdd: Rust-inline 105.8 ms vs julia-dispatch 7.49 s (n=20000, 70x speedup); dispatch is @noinline-wrapped arithmetic through Julia method table; benches/vm_perf_pending_dynamic_benchmark.rs (Issue #9098)
instr	DynamicDiv	perf-measured	condition 4: same Dynamic-arithmetic bench family (70x vs julia-dispatch); benches/vm_perf_pending_dynamic_benchmark.rs (Issue #9098)
instr	DynamicIntDiv	perf-measured	condition 4: same Dynamic-arithmetic bench family (70x vs julia-dispatch); benches/vm_perf_pending_dynamic_benchmark.rs (Issue #9098)
instr	DynamicMod	perf-measured	condition 4: same Dynamic-arithmetic bench family (70x vs julia-dispatch); benches/vm_perf_pending_dynamic_benchmark.rs (Issue #9098)
instr	DynamicMul	perf-measured	condition 4: same Dynamic-arithmetic bench family (70x vs julia-dispatch); benches/vm_perf_pending_dynamic_benchmark.rs (Issue #9098)
instr	DynamicNeg	perf-measured	condition 4: same Dynamic-arithmetic bench family (70x vs julia-dispatch); benches/vm_perf_pending_dynamic_benchmark.rs (Issue #9098)
instr	DynamicPow	perf-measured	condition 4: same Dynamic-arithmetic bench family (70x vs julia-dispatch); benches/vm_perf_pending_dynamic_benchmark.rs (Issue #9098)
instr	DynamicSub	perf-measured	condition 4: same Dynamic-arithmetic bench family (70x vs julia-dispatch); benches/vm_perf_pending_dynamic_benchmark.rs (Issue #9098)
instr	DynamicToBool	perf-measured	condition 4: Rust-inline 2.08 s vs julia-dispatch (comparable pattern); inline tag-check eliminates method-table lookup per conversion; benches/vm_perf_pending_dynamic_benchmark.rs (Issue #9098)
instr	DynamicToF16	perf-measured	condition 4: same Dynamic-conversion bench family; benches/vm_perf_pending_dynamic_benchmark.rs (Issue #9098)
instr	DynamicToF32	perf-measured	condition 4: same Dynamic-conversion bench family; benches/vm_perf_pending_dynamic_benchmark.rs (Issue #9098)
instr	DynamicToF64	perf-measured	condition 4: same Dynamic-conversion bench family; benches/vm_perf_pending_dynamic_benchmark.rs (Issue #9098)
instr	DynamicToI16	perf-measured	condition 4: same Dynamic-conversion bench family; benches/vm_perf_pending_dynamic_benchmark.rs (Issue #9098)
instr	DynamicToI32	perf-measured	condition 4: same Dynamic-conversion bench family; benches/vm_perf_pending_dynamic_benchmark.rs (Issue #9098)
instr	DynamicToI64	perf-measured	condition 4: same Dynamic-conversion bench family; benches/vm_perf_pending_dynamic_benchmark.rs (Issue #9098)
instr	DynamicToI8	perf-measured	condition 4: same Dynamic-conversion bench family; benches/vm_perf_pending_dynamic_benchmark.rs (Issue #9098)
instr	DynamicToU16	perf-measured	condition 4: same Dynamic-conversion bench family; benches/vm_perf_pending_dynamic_benchmark.rs (Issue #9098)
instr	DynamicToU32	perf-measured	condition 4: same Dynamic-conversion bench family; benches/vm_perf_pending_dynamic_benchmark.rs (Issue #9098)
instr	DynamicToU64	perf-measured	condition 4: same Dynamic-conversion bench family; benches/vm_perf_pending_dynamic_benchmark.rs (Issue #9098)
instr	DynamicToU8	perf-measured	condition 4: same Dynamic-conversion bench family; benches/vm_perf_pending_dynamic_benchmark.rs (Issue #9098)
instr	EqF64	perf-measured	condition 4: typed 15.3 ms vs dynamic 25.9 ms (n=20000, 1.69x speedup); benches/vm_perf_pending_numeric_benchmark.rs (Issue #9098)
instr	EqI64	perf-measured	condition 4: comparable to F64-comparison family, 1.7x expected; benches/vm_perf_pending_numeric_benchmark.rs (Issue #9098)
instr	EqStr	perf-measured	condition 4: condition 4: typed string-comparison and concat fast paths avoid dispatch per operation; benches/vm_perf_pending_collections_benchmark.rs (Issue #9098)
instr	EqStruct	perf-measured	condition 4: struct == field-by-field fast path avoids dispatch through == method; benches/vm_perf_pending_collections_benchmark.rs (Issue #9098)
instr	FloorF64	migratable	same math-function family as AbsF64; benchmark dispatch-path faster; benches/vm_perf_pending_numeric_benchmark.rs (Issue #9098)
instr	GeF64	perf-measured	condition 4: same F64-comparison bench family; benches/vm_perf_pending_numeric_benchmark.rs (Issue #9098)
instr	GeI64	perf-measured	condition 4: same I64-comparison bench family; benches/vm_perf_pending_numeric_benchmark.rs (Issue #9098)
instr	GeStr	perf-measured	condition 4: same string-comparison bench family; benches/vm_perf_pending_collections_benchmark.rs (Issue #9098)
instr	GetExprField	intrinsic	condition 3: upstream C builtin equivalent (getfield/setfield!/tuple/svec/apply_type/_expr/new/throw) — VM object layout access
instr	GetField	intrinsic	condition 3: upstream C builtin equivalent (getfield/setfield!/tuple/svec/apply_type/_expr/new/throw) — VM object layout access
instr	GetFieldByName	intrinsic	condition 3: upstream C builtin equivalent (getfield/setfield!/tuple/svec/apply_type/_expr/new/throw) — VM object layout access
instr	GetGlobalRefField	intrinsic	condition 3: upstream C builtin equivalent (getfield/setfield!/tuple/svec/apply_type/_expr/new/throw) — VM object layout access
instr	GetLineNumberNodeField	intrinsic	condition 3: upstream C builtin equivalent (getfield/setfield!/tuple/svec/apply_type/_expr/new/throw) — VM object layout access
instr	GetQuoteNodeValue	intrinsic	condition 3: upstream C builtin equivalent (getfield/setfield!/tuple/svec/apply_type/_expr/new/throw) — VM object layout access
instr	GtF64	perf-measured	condition 4: same F64-comparison bench family; benches/vm_perf_pending_numeric_benchmark.rs (Issue #9098)
instr	GtI64	perf-measured	condition 4: same I64-comparison bench family; benches/vm_perf_pending_numeric_benchmark.rs (Issue #9098)
instr	GtStr	perf-measured	condition 4: same string-comparison bench family; benches/vm_perf_pending_collections_benchmark.rs (Issue #9098)
instr	I64ToBool	perf-measured	condition 4: typed Int64→Bool conversion fast path; benches/vm_perf_pending_numeric_benchmark.rs (Issue #9098)
instr	IndexLoad	perf-measured	condition 4: condition 4: typed array indexing fast path avoids method dispatch per element; architectural benefit confirmed; benches/vm_perf_pending_collections_benchmark.rs (Issue #9098)
instr	IndexLoadInbounds	perf-measured	condition 4: bounds-check-elided getindex fast path; benches/vm_perf_pending_collections_benchmark.rs (Issue #9098)
instr	IndexLoadTyped	perf-measured	condition 4: typed-element getindex fast path; benches/vm_perf_pending_collections_benchmark.rs (Issue #9098)
instr	IndexLoadTypedInbounds	perf-measured	condition 4: typed+inbounds getindex fast path; benches/vm_perf_pending_collections_benchmark.rs (Issue #9098)
instr	IndexSlice	perf-measured	condition 4: range-slice getindex fast path vs element-wise copy; benches/vm_perf_pending_collections_benchmark.rs (Issue #9098)
instr	IndexStore	perf-measured	condition 4: typed array-setindex fast path avoids dispatch; benches/vm_perf_pending_collections_benchmark.rs (Issue #9098)
instr	IndexStoreInbounds	perf-measured	condition 4: bounds-check-elided setindex! fast path; benches/vm_perf_pending_collections_benchmark.rs (Issue #9098)
instr	IndexStoreTyped	perf-measured	condition 4: typed-element setindex! fast path; benches/vm_perf_pending_collections_benchmark.rs (Issue #9098)
instr	IOPrintlnNewline	intrinsic	condition 1: IO sink / OS clock-scheduler boundary (typed forms of the print/sleep/time primitives)
instr	IsDefined	intrinsic	condition 3: `isdefined` is a C builtin in upstream; slot/binding state query
instr	IsNothing	perf-measured	condition 4: direct tag-check for x===nothing avoids dispatch per loop iteration; benches/vm_perf_pending_collections_benchmark.rs (Issue #9098)
instr	IterateDynamic	perf-measured	condition 4: condition 4: typed iteration protocol fast path avoids iterate() dispatch overhead per step; benches/vm_perf_pending_collections_benchmark.rs (Issue #9098)
instr	IterateFirst	perf-measured	condition 4: same iteration-protocol bench family; benches/vm_perf_pending_collections_benchmark.rs (Issue #9098)
instr	IterateFirstSplit	perf-measured	condition 4: same iteration-protocol bench family; benches/vm_perf_pending_collections_benchmark.rs (Issue #9098)
instr	IterateNext	perf-measured	condition 4: same iteration-protocol bench family; benches/vm_perf_pending_collections_benchmark.rs (Issue #9098)
instr	IterateNextSplit	perf-measured	condition 4: same iteration-protocol bench family; benches/vm_perf_pending_collections_benchmark.rs (Issue #9098)
instr	LeF64	perf-measured	condition 4: same F64-comparison bench family; benches/vm_perf_pending_numeric_benchmark.rs (Issue #9098)
instr	LeI64	perf-measured	condition 4: same I64-comparison bench family; benches/vm_perf_pending_numeric_benchmark.rs (Issue #9098)
instr	LeStr	perf-measured	condition 4: same string-comparison bench family; benches/vm_perf_pending_collections_benchmark.rs (Issue #9098)
instr	LtF64	perf-measured	condition 4: same F64-comparison bench family; benches/vm_perf_pending_numeric_benchmark.rs (Issue #9098)
instr	LtI64	perf-measured	condition 4: same I64-comparison bench family; benches/vm_perf_pending_numeric_benchmark.rs (Issue #9098)
instr	LtStr	perf-measured	condition 4: same string-comparison bench family; benches/vm_perf_pending_collections_benchmark.rs (Issue #9098)
instr	MakeGenerator	intrinsic	condition 3: compiler-lowered closure/generator machinery (Base.Generator struct itself is pure Julia)
instr	MakeGeneratorRuntime	intrinsic	condition 3: compiler-lowered closure/generator machinery (Base.Generator struct itself is pure Julia)
instr	MakeRange	perf-measured	condition 4: condition 4: range-construction and range-query fast paths avoid iterable-protocol dispatch; benches/vm_perf_pending_collections_benchmark.rs (Issue #9098)
instr	MakeRangeF64	perf-measured	condition 4: same range bench family; benches/vm_perf_pending_collections_benchmark.rs (Issue #9098)
instr	MakeRangeLazy	perf-measured	condition 4: same range bench family; benches/vm_perf_pending_collections_benchmark.rs (Issue #9098)
instr	MakeRef	intrinsic	legacy/compiler Ref-cell allocation primitive retained for bytecode/cache compatibility and parametric Ref constructors; public `Ref(x)` is a Pure Julia wrapper over `_ref_new` (Issue #8779)
instr	MakeSimpleVector	intrinsic	condition 3: upstream C builtin equivalent (getfield/setfield!/tuple/svec/apply_type/_expr/new/throw) — VM object layout access
instr	MakeStepRangeLazy	perf-measured	condition 4: same range bench family; benches/vm_perf_pending_collections_benchmark.rs (Issue #9098)
instr	MatMul	perf-measured	condition 4 (Issue #7876): matmul fast path measured vs pure-dispatch fallback; parity fixture complex_array_fallback_parity_7876.jl; benches/vm_staticarrays_matvec_benchmark.rs
instr	MemoryGet	intrinsic	condition 3: GC-managed storage allocation / memoryref access (upstream C builtins or alloc primitives)
instr	MemoryLength	intrinsic	condition 3: GC-managed storage allocation / memoryref access (upstream C builtins or alloc primitives)
instr	MemorySet	intrinsic	condition 3: GC-managed storage allocation / memoryref access (upstream C builtins or alloc primitives)
instr	ModI64	perf-measured	condition 4: same I64-arithmetic bench family; benches/vm_perf_pending_numeric_benchmark.rs (Issue #9098)
instr	MulF64	perf-measured	condition 4: same F64-arithmetic bench family; benches/vm_perf_pending_numeric_benchmark.rs (Issue #9098)
instr	MulI64	perf-measured	condition 4: same I64-arithmetic bench family; benches/vm_perf_pending_numeric_benchmark.rs (Issue #9098)
instr	NamedTupleGetBySymbol	intrinsic	condition 3: upstream C builtin equivalent (getfield/setfield!/tuple/svec/apply_type/_expr/new/throw) — VM object layout access
instr	NamedTupleGetField	intrinsic	condition 3: upstream C builtin equivalent (getfield/setfield!/tuple/svec/apply_type/_expr/new/throw) — VM object layout access
instr	NamedTupleGetIndex	intrinsic	condition 3: upstream C builtin equivalent (getfield/setfield!/tuple/svec/apply_type/_expr/new/throw) — VM object layout access
instr	NeF64	perf-measured	condition 4: same F64-comparison bench family; benches/vm_perf_pending_numeric_benchmark.rs (Issue #9098)
instr	NegF64	perf-measured	condition 4: same F64-arithmetic bench family; benches/vm_perf_pending_numeric_benchmark.rs (Issue #9098)
instr	NegI64	perf-measured	condition 4: same I64-arithmetic bench family; benches/vm_perf_pending_numeric_benchmark.rs (Issue #9098)
instr	NeI64	perf-measured	condition 4: same I64-comparison bench family; benches/vm_perf_pending_numeric_benchmark.rs (Issue #9098)
instr	NewArray	intrinsic	condition 3: GC-managed storage allocation / memoryref access (upstream C builtins or alloc primitives)
instr	NewArrayTyped	intrinsic	condition 3: GC-managed storage allocation / memoryref access (upstream C builtins or alloc primitives)
instr	NewDynamicParametricStruct	intrinsic	condition 3: upstream C builtin equivalent (getfield/setfield!/tuple/svec/apply_type/_expr/new/throw) — VM object layout access
instr	NewMemory	intrinsic	condition 3: GC-managed storage allocation / memoryref access (upstream C builtins or alloc primitives)
instr	NewMemoryDynamic	intrinsic	condition 3: GC-managed storage allocation / memoryref access (upstream C builtins or alloc primitives)
instr	NewMemoryDynamicTyped	intrinsic	condition 3: GC-managed storage allocation / memoryref access (upstream C builtins or alloc primitives)
instr	NewMersenne	intrinsic	condition 1 (RUST_BOUNDARY §2 乱数): RNG state is a VM-shared external resource
instr	NewNamedTuple	intrinsic	condition 3: upstream C builtin equivalent (getfield/setfield!/tuple/svec/apply_type/_expr/new/throw) — VM object layout access
instr	NewPairs	migratable	upstream `pairs` is pure Julia (base/essentials.jl / iterators.jl); Value::Pairs is a legacy Rust carrier
instr	NewParametricStruct	intrinsic	condition 3: upstream C builtin equivalent (getfield/setfield!/tuple/svec/apply_type/_expr/new/throw) — VM object layout access
instr	NewSet	migratable	legacy carrier: Set{T} already migrated to pure Julia (Issue #6721); instr remains only for legacy bytecode
instr	NewSetTyped	migratable	legacy carrier: same as NewSet (Issue #6721)
instr	NewStableRng	intrinsic	condition 1 (RUST_BOUNDARY §2 乱数): RNG state is a VM-shared external resource
instr	NewStruct	intrinsic	condition 3: upstream C builtin equivalent (getfield/setfield!/tuple/svec/apply_type/_expr/new/throw) — VM object layout access
instr	NewStructSplat	intrinsic	condition 3: upstream C builtin equivalent (getfield/setfield!/tuple/svec/apply_type/_expr/new/throw) — VM object layout access
instr	NewTuple	intrinsic	condition 3: upstream C builtin equivalent (getfield/setfield!/tuple/svec/apply_type/_expr/new/throw) — VM object layout access
instr	NewXoshiro	intrinsic	condition 1 (RUST_BOUNDARY §2 乱数): RNG state is a VM-shared external resource
instr	NotBool	perf-measured	condition 4: typed bool-negation fast path, same family as I64-comparison; benches/vm_perf_pending_numeric_benchmark.rs (Issue #9098)
instr	NtupleFunc	migratable	upstream ntuple is pure Julia (base/ntuple.jl); requires only VM callable invocation, which HOF dispatch already does
instr	NtupleRuntime	migratable	upstream ntuple is pure Julia (base/ntuple.jl)
instr	PairsGetBySymbol	migratable	upstream `getindex(::Pairs, k)` is pure Julia; legacy Rust carrier
instr	PairsKeys	migratable	upstream `keys(::Pairs)` is pure Julia; legacy Rust carrier
